TopRatingID,id,host_id,host_is_superhost,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,amenities,price,availability_365,number_of_reviews,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,reviews_per_month,bedrooms
254,14472659,33320022,f,1,f,Silver Lake,34.07725838,-118.2773148,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",""First aid kit"",Essentials,Shampoo}",$84.00 ,358,1,6,10,8,flexible,0.18,1
255,13183727,57805409,f,1,t,Silver Lake,34.08371909,-118.2716194,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Carbon monoxide detector"",""Fire extinguisher"",""Lock on bedroom door"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$78.00 ,0,2,10,6,6,flexible,0.17,1
256,12307731,47211602,f,20,f,Studio City,34.13672727,-118.3889739,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$250.00 ,365,2,7,7,9,strict,0.16,1
257,12854121,70236797,f,1,f,Sun Valley,34.21113619,-118.3893606,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Smoking allowed"",""Elevator in building"",""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$45.00 ,365,1,10,6,6,flexible,0.08,1
258,7949346,41919029,f,1,t,Tarzana,34.1764548,-118.5352518,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials}",$33.00 ,0,2,10,6,6,moderate,0.1,1
259,4765437,3351026,f,1,f,Toluca Lake,34.15113924,-118.36321,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers}",$100.00 ,0,1,8,6,6,flexible,0.1,2
260,13814077,81330191,f,1,f,Topanga,34.07897275,-118.5972564,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Indoor fireplace"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$145.00 ,0,2,10,10,7,flexible,0.23,3
261,13283206,74916315,f,1,f,University Park,34.03105257,-118.2818232,Apartment,Entire home/apt,"{""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Washer,Dryer,""Smoke detector""}",$70.00 ,144,2,10,9,9,flexible,0.21,1
262,12161990,63558137,f,1,t,University Park,34.03307846,-118.2797172,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace""}",$40.00 ,0,1,8,4,4,strict,0.11,1
263,13362818,33267278,f,1,t,University Park,34.02669458,-118.2833406,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$85.00 ,0,1,10,10,10,flexible,0.1,2
264,12319521,59759209,f,21,t,Venice,33.98246379,-118.4628211,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$330.00 ,365,1,6,10,4,strict,0.08,2
265,3101761,1254174,f,16,t,Venice,33.9867639,-118.4718445,Apartment,Private room,"{Internet,""Wireless Internet"",Kitchen,Breakfast,Washer,Dryer,Essentials}",$168.00 ,333,3,7,9,7,strict,0.09,1
266,12194958,65557444,f,1,f,Venice,33.99594999,-118.4539671,House,Private room,"{Internet,""Wireless Internet"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Hot tub"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers}",$79.00 ,365,3,8,10,6,flexible,0.33,1
267,16910165,111826945,f,10,f,Venice,33.98840467,-118.4590972,House,Shared room,"{""Wireless Internet"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$25.00 ,83,1,4,8,6,strict,0.67,1
268,12812730,68885729,f,1,f,Vermont Knolls,33.96510581,-118.2978434,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron}",$155.00 ,365,5,8,6,6,strict,0.42,2
269,12816777,54499135,f,1,t,Vermont-Slauson,33.98773363,-118.2810785,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Heating,""Family/kid friendly"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$140.00 ,365,1,10,4,6,moderate,0.09,1
270,14022123,83901867,f,1,t,West Hills,34.20472147,-118.6200508,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$70.00 ,365,1,8,8,6,flexible,1,1
271,16931053,13856090,f,24,t,West Hills,34.19424097,-118.64007,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$298.00 ,302,4,6,10,7,moderate,1.74,4
272,16663488,103027984,f,8,f,West Hollywood,34.08199898,-118.3710618,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$250.00 ,173,6,7,9,7,strict,2.02,3
273,15432688,6457164,t,3,t,West Hollywood,34.09270737,-118.3471166,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$200.00 ,0,1,10,10,8,strict,0.23,2
274,17652756,107538085,f,3,t,West Hollywood,34.09381423,-118.3657881,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$299.00 ,180,2,10,10,10,strict,1.71,2
275,5717608,29642723,f,1,t,West Hollywood,34.0879935,-118.3554376,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector""}",$135.00 ,0,2,8,10,6,moderate,0.09,1
276,14300410,86952293,f,1,t,West Hollywood,34.09159808,-118.370686,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,Hangers}",$165.00 ,179,2,6,10,6,flexible,0.37,1
277,16003540,102788301,f,7,f,West Hollywood,34.08723341,-118.3825222,Bed & Breakfast,Shared room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Gym,Breakfast,""Elevator in building"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$49.00 ,179,1,10,10,10,strict,0.48,1
278,18109998,43941929,t,10,t,Westlake,34.06886242,-118.2717142,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",$299.00 ,337,1,10,10,10,strict,1,2
279,13300195,23894614,f,1,t,Westlake,34.05875062,-118.269668,Apartment,Private room,"{""Wireless Internet"",Kitchen,""Pets allowed"",""Suitable for events"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$40.00 ,0,1,10,6,8,flexible,0.09,1
280,13895027,60129173,f,1,t,Westlake,34.06764306,-118.284513,Apartment,Entire home/apt,"{""Wireless Internet"",Kitchen,""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$58.00 ,0,1,10,10,10,flexible,0.11,0
281,18135358,125008036,f,1,f,Westwood,34.06721172,-118.452303,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",$42.00 ,2,1,10,10,4,flexible,1,1
282,11755451,62552451,f,1,f,Westwood,34.05237582,-118.4456532,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",""Free parking on premises"",""Pets live on this property"",Dog(s),""Elevator in building"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$165.00 ,250,1,10,4,6,flexible,0.08,2
283,14501802,89406644,f,2,t,Westwood,34.06528394,-118.4265673,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}",$189.00 ,362,1,6,8,6,strict,0.13,2
284,16455761,67748516,f,1,t,Westwood,34.06512553,-118.4474759,Apartment,Shared room,"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""Laptop friendly workspace""}",$25.00 ,347,4,9,9,7,strict,1.01,1
285,6557701,33083710,f,1,t,Westwood,34.06194453,-118.426525,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Pets allowed"",""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,""Hair dryer"",Iron}",$120.00 ,0,3,10,10,10,moderate,0.17,0
286,15783855,25520381,f,1,t,Westwood,34.05078067,-118.4436305,Apartment,Private room,"{TV,""Wireless Internet"",Kitchen,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}",$65.00 ,182,1,10,8,8,moderate,0.28,1
287,8480307,28814111,f,1,t,Woodland Hills,34.17114269,-118.6093006,Apartment,Shared room,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo}",$50.00 ,0,3,7,9,7,flexible,0.18,1
288,17505431,34506667,f,12,t,Hollywood,34.09875377,-118.318833,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,""Elevator in building"",""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",$98.00 ,289,10,8,9,6,moderate,5.17,1
289,16155512,103901886,f,15,f,Pico-Union,34.0454754,-118.2852355,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$180.00 ,348,6,9,7,7,strict,1.15,1
290,1970816,10176439,f,1,t,Eagle Rock,34.13827033,-118.1963968,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer}",$80.00 ,1,2,9,7,4,flexible,0.05,1
291,8688941,23676202,f,3,t,Historic South-Central,34.027559,-118.2692991,Apartment,Private room,"{Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}",$48.00 ,88,8,8,5,6,strict,0.43,1
292,8922378,23676202,f,3,t,Historic South-Central,34.02921419,-118.2691055,Apartment,Private room,"{Internet,""Wireless Internet"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials}",$48.00 ,88,8,9,5,6,strict,0.43,1
293,5142318,2308253,f,8,t,Mid-City,34.04593329,-118.3454641,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials}",$325.00 ,305,7,7,6,6,strict,0.29,6
294,13626614,77926474,f,5,f,Santa Monica,34.0243556,-118.4602472,Townhouse,Private room,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",Heating,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",$49.00 ,365,6,9,8,6,strict,0.58,1
295,13261964,18495826,f,4,t,Pico-Union,34.0446567,-118.2863678,House,Private room,"{Internet,""Wireless Internet"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,""24-hour check-in"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$42.00 ,306,15,7,6,6,strict,1.35,1
296,16207903,105879693,f,1,f,Hollywood Hills,34.10579597,-118.331492,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}",$125.00 ,364,5,7,9,6,flexible,1.19,0
297,12256719,65991674,f,10,t,Jefferson Park,34.0255445,-118.3304565,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace"",""Private entrance""}",$60.00 ,362,5,6,4,6,moderate,0.4,0
298,12255452,65991674,f,10,t,Jefferson Park,34.02693513,-118.331311,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Laptop friendly workspace"",""Private entrance""}",$65.00 ,213,5,8,4,6,moderate,0.41,0
299,16590289,10805307,f,1,f,Koreatown,34.06011464,-118.2901532,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Doorman Entry""}",$348.00 ,363,6,7,8,7,strict,1.82,2
300,15667407,100705529,f,1,t,Pasadena,34.16311588,-118.1499612,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",$175.00 ,351,5,8,8,7,strict,1.1,3
301,9867256,29964446,f,1,t,Pico-Union,34.05223209,-118.2953203,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",$80.00 ,151,4,8,7,7,strict,0.26,0
